quarter,symbol,in_index,change,source,notes
2019-Q4,ANSS,1,added,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,ASML,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,ATVI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,AVGO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,BIDU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,BIIB,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,BKNG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,BMRN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CDNS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CDW,1,added,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CERN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CHKP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CHTR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CMCSA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,COST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CPRT,1,added,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CSCO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CSGP,1,added,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CSX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CTAS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CTSH,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CTXS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,DLTR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,EA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,EBAY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,EXC,1,added,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,EXPE,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,FAST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,FI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,FOX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,FOXA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,GILD,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,GOOG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,GOOGL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,IDXX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,ILMN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,INCY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,INTC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,INTU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,ISRG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,JD,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,KHC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,KLAC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,LBTYA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,LBTYK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,LRCX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,LULU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,MAR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,MCHP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,MDLZ,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,MELI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,META,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,MNST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,MSFT,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,MU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,MXIM,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,NFLX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,NTAP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,NTES,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,NVDA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,NXPI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,ORLY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,PAYX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,PCAR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,PEP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,PYPL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,QCOM,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,REGN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,ROST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,SBUX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,SGEN,1,added,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,SIRI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,SNPS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,SPLK,1,added,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,SWKS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,TCOM,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,TMUS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,TSLA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,TTWO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,TXN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,UAL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,ULTA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,VRSK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,VRSN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,VRTX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,WBA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,WDAY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,WDC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,WTW,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,XEL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,XLNX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,CELG,0,removed,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,HAS,0,removed,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,HSIC,0,removed,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,JBHT,0,removed,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,MYL,0,removed,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,NLOK,0,removed,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2019-Q4,WYNN,0,removed,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,AAL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,AAPL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ADBE,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ADI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ADP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ADSK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ALGN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ALXN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,AMAT,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,AMD,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,AMGN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,AMZN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ANSS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ASML,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ATVI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,AVGO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,BIDU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,BIIB,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,BKNG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,BMRN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CDNS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CDW,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CERN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CHKP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CHTR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CMCSA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,COST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CPRT,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CSCO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CSGP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CSX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CTAS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CTSH,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,CTXS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,DLTR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,EA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,EBAY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,EXC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,EXPE,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,FAST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,FI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,FOX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,FOXA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,GILD,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,GOOG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,GOOGL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,IDXX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ILMN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,INCY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,INTC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,INTU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ISRG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,JD,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,KHC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,KLAC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,LBTYA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,LBTYK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,LRCX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,LULU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,MAR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,MCHP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,MDLZ,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,MELI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,META,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,MNST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,MSFT,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,MU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,MXIM,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,NFLX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,NTAP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,NTES,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,NVDA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,NXPI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ORLY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,PAYX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,PCAR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,PEP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,PYPL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,QCOM,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,REGN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ROST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,SBUX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,SGEN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,SIRI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,SNPS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,SPLK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,SWKS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,TCOM,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,TMUS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,TSLA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,TTWO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,TXN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,UAL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,ULTA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,VRSK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,VRSN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,VRTX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,WBA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,WDAY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,WDC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,WTW,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,XEL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q1,XLNX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,AAPL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,ADBE,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,ADI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,ADP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,ADSK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,ALGN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,ALXN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,AMAT,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,AMD,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,AMGN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,AMZN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,ANSS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,ASML,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,ATVI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,AVGO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,BIDU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,BIIB,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,BKNG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,BMRN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,CDNS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,CDW,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,CERN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,CHKP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,CHTR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,CMCSA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,COST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,CPRT,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,CSCO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,CSGP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2020-Q2,CSX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
