quarter,symbol,in_index,change,source,notes
2014-01,AAPL,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ADBE,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ADI,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ADP,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ADSK,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,AKAM,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ALTR,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ALXN,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,AMAT,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,AMGN,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,AMZN,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ATVI,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,AVGO,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,BBBY,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,BIDU,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,BIIB,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,BKNG,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,CA,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,CELG,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,CERN,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,CHKP,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,CHRW,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,CHTR,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,COST,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,CSCO,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,CTRX,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,CTSH,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,CTXS,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,DISCA,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,DISCK,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,DISH,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,DLTR,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,DTV,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,EBAY,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,EQIX,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ESRX,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,EXPD,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,EXPE,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,FAST,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,FFIV,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,FI,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,FOXA,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,GILD,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,GMCR,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,GOOGL,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,GRMN,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,HSIC,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ILMN,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,INTC,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,INTU,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ISRG,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,KLAC,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,KRFT,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,LBTYA,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,LLTC,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,LMCA,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,LMCK,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,MAR,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,MAT,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,MDLZ,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,META,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,MNST,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,MSFT,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,MU,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,MXIM,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,MYL,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,NFLX,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,NLOK,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,NTAP,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,NVDA,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,NXPI,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ORLY,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,PAYX,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,PCAR,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,QCOM,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,QRTEA,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,REGN,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,ROST,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,SBAC,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,SBUX,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,SIAL,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,SIRI,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,SNDK,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,SPLS,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,SRCL,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,STX,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,TRIP,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,TSCO,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,TSLA,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,TXN,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,VIAB,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,VIP,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,VOD,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,VRSK,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,VRTX,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,WDC,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,WFM,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,WYNN,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,XLNX,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-01,YHOO,1,baseline,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,AAPL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ADBE,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ADI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ADP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ADSK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,AKAM,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ALTR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ALXN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,AMAT,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,AMGN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,AMZN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ATVI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,AVGO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,BBBY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,BIDU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,BIIB,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,BKNG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,CA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,CELG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,CERN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,CHKP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,CHRW,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,CHTR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,COST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,CSCO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,CTRX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,CTSH,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,CTXS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,DISCA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,DISCK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,DISH,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,DLTR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,DTV,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,EBAY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,EQIX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ESRX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,EXPD,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,EXPE,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,FAST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,FFIV,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,FI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,FOXA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,GILD,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,GMCR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,GOOGL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,GRMN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,HSIC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ILMN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,INTC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,INTU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ISRG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,KLAC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,KRFT,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,LBTYA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,LLTC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,LMCA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,LMCK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,MAR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,MAT,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,MDLZ,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,META,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,MNST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,MSFT,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,MU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,MXIM,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,MYL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,NFLX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,NLOK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,NTAP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,NVDA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,NXPI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ORLY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,PAYX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,PCAR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,QCOM,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,QRTEA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,REGN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,ROST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,SBAC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,SBUX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,SIAL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,SIRI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,SNDK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,SPLS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,SRCL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,STX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,TRIP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,TSCO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,TSLA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,TXN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,VIAB,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,VIP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,VOD,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,VRSK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,VRTX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,WDC,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,WFM,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,WYNN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,XLNX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q1,YHOO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,AAPL,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,ADBE,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,ADI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,ADP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,ADSK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,AKAM,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,ALTR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,ALXN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,AMAT,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,AMGN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,AMZN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,ATVI,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,AVGO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,BBBY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,BIDU,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,BIIB,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,BKNG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,CA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,CELG,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,CERN,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,CHKP,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,CHRW,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,CHTR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,COST,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,CSCO,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,CTRX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,CTSH,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,CTXS,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,DISCA,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,DISCK,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,DISH,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,DLTR,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,DTV,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,EBAY,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
2014-Q2,EQIX,1,unchanged,wikipedia:Historical_components_of_the_Nasdaq-100+List_of_NASDAQ-100_companies,
